id,X1,X2,X3,M,TS,TO
24001,-0.54,-1.29,1,15,10:00,20:56
24001,-0.54,-1.29,1,15,12:00,22:50
24001,-0.54,-1.29,1,15,12:00,20:52
24001,-0.54,-1.29,1,15,17:00,17:53
24001,-0.54,-1.29,1,15,20:00,21:29
24001,-0.54,-1.29,1,15,16:00,21:41
24001,-0.54,-1.29,1,15,15:00,01:05
24001,-0.54,-1.29,1,15,08:00,21:58
24001,-0.54,-1.29,1,15,20:00,08:55
24001,-0.54,-1.29,1,15,20:00,16:49
24001,-0.54,-1.29,1,15,18:00,18:46
24001,-0.54,-1.29,1,15,11:00,20:27
24001,-0.54,-1.29,1,15,14:00,09:31
24001,-0.54,-1.29,1,15,20:00,07:47
24001,-0.54,-1.29,1,15,11:00,09:57
24002,-1.67,-1.28,2,11,07:00,23:27
24002,-1.67,-1.28,2,11,08:00,08:53
24002,-1.67,-1.28,2,11,08:00,20:34
24002,-1.67,-1.28,2,11,18:00,18:14
24002,-1.67,-1.28,2,11,20:00,10:13
24002,-1.67,-1.28,2,11,13:00,22:16
24002,-1.67,-1.28,2,11,15:00,07:33
24002,-1.67,-1.28,2,11,10:00,21:29
24002,-1.67,-1.28,2,11,14:00,00:42
24002,-1.67,-1.28,2,11,16:00,00:19
24002,-1.67,-1.28,2,11,09:00,21:16
24003,0.56,-0.11,0,5,12:00,19:13
24003,0.56,-0.11,0,5,17:00,12:48
24003,0.56,-0.11,0,5,10:00,13:10
24003,0.56,-0.11,0,5,17:00,12:45
24003,0.56,-0.11,0,5,19:00,12:17
24004,-0.83,-1.25,3,6,18:00,19:20
24004,-0.83,-1.25,3,6,16:00,16:50
24004,-0.83,-1.25,3,6,08:00,08:45
24004,-0.83,-1.25,3,6,17:00,17:19
24004,-0.83,-1.25,3,6,11:00,11:09
24004,-0.83,-1.25,3,6,15:00,16:08
24005,-1.81,3.14,0,8,07:00,07:00
24005,-1.81,3.14,0,8,19:00,19:29
24005,-1.81,3.14,0,8,11:00,11:10
24005,-1.81,3.14,0,8,16:00,16:15
24005,-1.81,3.14,0,8,12:00,12:14
24005,-1.81,3.14,0,8,13:00,13:20
24005,-1.81,3.14,0,8,15:00,15:24
24005,-1.81,3.14,0,8,12:00,12:07
24006,0.3,-0.25,1,12,09:00,10:57
24006,0.3,-0.25,1,12,07:00,12:34
24006,0.3,-0.25,1,12,10:00,20:53
24006,0.3,-0.25,1,12,19:00,22:09
24006,0.3,-0.25,1,12,09:00,13:24
24006,0.3,-0.25,1,12,10:00,19:55
24006,0.3,-0.25,1,12,20:00,21:32
24006,0.3,-0.25,1,12,13:00,16:07
24006,0.3,-0.25,1,12,10:00,10:09
24006,0.3,-0.25,1,12,12:00,12:31
24006,0.3,-0.25,1,12,10:00,15:32
24006,0.3,-0.25,1,12,16:00,08:40
24007,0.0,0.08,1,4,19:00,09:00
24007,0.0,0.08,1,4,13:00,09:53
24007,0.0,0.08,1,4,15:00,08:10
24007,0.0,0.08,1,4,13:00,08:33
24008,-0.26,-1.07,2,15,14:00,20:07
24008,-0.26,-1.07,2,15,09:00,11:37
24008,-0.26,-1.07,2,15,07:00,22:45
24008,-0.26,-1.07,2,15,07:00,00:09
24008,-0.26,-1.07,2,15,11:00,20:54
24008,-0.26,-1.07,2,15,09:00,22:25
24008,-0.26,-1.07,2,15,07:00,19:06
24008,-0.26,-1.07,2,15,20:00,09:22
24008,-0.26,-1.07,2,15,19:00,18:33
24008,-0.26,-1.07,2,15,16:00,16:35
24008,-0.26,-1.07,2,15,13:00,20:04
24008,-0.26,-1.07,2,15,09:00,08:33
24008,-0.26,-1.07,2,15,18:00,07:50
24008,-0.26,-1.07,2,15,18:00,10:32
24008,-0.26,-1.07,2,15,14:00,22:37
24009,-0.29,-1.06,2,14,15:00,23:07
24009,-0.29,-1.06,2,14,08:00,09:49
24009,-0.29,-1.06,2,14,20:00,18:45
24009,-0.29,-1.06,2,14,20:00,22:59
24009,-0.29,-1.06,2,14,15:00,07:54
24009,-0.29,-1.06,2,14,15:00,18:16
24009,-0.29,-1.06,2,14,08:00,21:57
24009,-0.29,-1.06,2,14,18:00,06:53
24009,-0.29,-1.06,2,14,17:00,08:29
24009,-0.29,-1.06,2,14,18:00,09:45
24009,-0.29,-1.06,2,14,13:00,07:48
24009,-0.29,-1.06,2,14,07:00,23:14
24009,-0.29,-1.06,2,14,07:00,09:28
24009,-0.29,-1.06,2,14,07:00,08:07
24010,-0.17,-1.71,3,4,09:00,09:24
24010,-0.17,-1.71,3,4,19:00,14:53
24010,-0.17,-1.71,3,4,17:00,17:03
24010,-0.17,-1.71,3,4,19:00,20:26
24011,-0.66,-1.11,3,4,13:00,13:05
24011,-0.66,-1.11,3,4,20:00,09:16
24011,-0.66,-1.11,3,4,14:00,14:29
24011,-0.66,-1.11,3,4,19:00,20:29
24012,0.46,0.49,1,12,19:00,19:09
24012,0.46,0.49,1,12,19:00,13:52
24012,0.46,0.49,1,12,16:00,06:28
24012,0.46,0.49,1,12,10:00,14:31
24012,0.46,0.49,1,12,19:00,08:14
