id,X1,X2,X3,M,TS,TO
73001,0.75,-1.08,3,12,15:00,20:56
73001,0.75,-1.08,3,12,16:00,14:08
73001,0.75,-1.08,3,12,13:00,14:07
73001,0.75,-1.08,3,12,11:00,21:16
73001,0.75,-1.08,3,12,17:00,19:56
73001,0.75,-1.08,3,12,15:00,22:46
73001,0.75,-1.08,3,12,10:00,13:21
73001,0.75,-1.08,3,12,16:00,22:13
73001,0.75,-1.08,3,12,07:00,10:02
73001,0.75,-1.08,3,12,10:00,14:24
73001,0.75,-1.08,3,12,17:00,17:40
73001,0.75,-1.08,3,12,19:00,17:27
73002,2.55,-1.79,3,7,16:00,11:59
73002,2.55,-1.79,3,7,13:00,13:17
73002,2.55,-1.79,3,7,11:00,13:32
73002,2.55,-1.79,3,7,19:00,22:51
73002,2.55,-1.79,3,7,19:00,19:26
73002,2.55,-1.79,3,7,08:00,20:11
73002,2.55,-1.79,3,7,19:00,09:13
73003,-0.52,1.72,1,10,14:00,20:08
73003,-0.52,1.72,1,10,12:00,21:12
73003,-0.52,1.72,1,10,14:00,10:15
73003,-0.52,1.72,1,10,09:00,22:34
73003,-0.52,1.72,1,10,18:00,08:47
73003,-0.52,1.72,1,10,14:00,19:21
73003,-0.52,1.72,1,10,18:00,10:15
73003,-0.52,1.72,1,10,12:00,09:19
73003,-0.52,1.72,1,10,14:00,22:54
73003,-0.52,1.72,1,10,08:00,20:32
73004,-0.8,1.32,0,15,19:00,19:08
73004,-0.8,1.32,0,15,20:00,21:16
73004,-0.8,1.32,0,15,07:00,07:43
73004,-0.8,1.32,0,15,14:00,14:04
73004,-0.8,1.32,0,15,12:00,12:51
73004,-0.8,1.32,0,15,11:00,11:29
73004,-0.8,1.32,0,15,13:00,13:55
73004,-0.8,1.32,0,15,13:00,14:11
73004,-0.8,1.32,0,15,09:00,09:21
73004,-0.8,1.32,0,15,17:00,20:30
73004,-0.8,1.32,0,15,17:00,18:25
73004,-0.8,1.32,0,15,13:00,13:01
73004,-0.8,1.32,0,15,07:00,07:42
73004,-0.8,1.32,0,15,17:00,17:10
73004,-0.8,1.32,0,15,19:00,19:10
73005,-0.07,2.69,2,4,13:00,22:28
73005,-0.07,2.69,2,4,19:00,09:45
73005,-0.07,2.69,2,4,14:00,08:02
73005,-0.07,2.69,2,4,19:00,19:28
73006,0.08,3.5,2,14,09:00,11:09
73006,0.08,3.5,2,14,10:00,16:04
73006,0.08,3.5,2,14,11:00,14:55
73006,0.08,3.5,2,14,11:00,09:01
73006,0.08,3.5,2,14,17:00,09:59
73006,0.08,3.5,2,14,07:00,19:33
73006,0.08,3.5,2,14,07:00,07:36
73006,0.08,3.5,2,14,19:00,08:51
73006,0.08,3.5,2,14,15:00,10:20
73006,0.08,3.5,2,14,20:00,11:06
73006,0.08,3.5,2,14,09:00,09:14
73006,0.08,3.5,2,14,15:00,15:17
73006,0.08,3.5,2,14,09:00,09:53
73006,0.08,3.5,2,14,12:00,10:57
73007,0.8,0.03,1,2,14:00,11:54
73007,0.8,0.03,1,2,20:00,14:01
73008,0.37,-1.92,1,15,07:00,20:39
73008,0.37,-1.92,1,15,14:00,20:57
73008,0.37,-1.92,1,15,09:00,17:20
73008,0.37,-1.92,1,15,19:00,14:51
73008,0.37,-1.92,1,15,09:00,16:14
73008,0.37,-1.92,1,15,13:00,08:39
73008,0.37,-1.92,1,15,15:00,14:19
73008,0.37,-1.92,1,15,16:00,10:18
73008,0.37,-1.92,1,15,19:00,17:15
73008,0.37,-1.92,1,15,08:00,13:21
73008,0.37,-1.92,1,15,09:00,13:15
73008,0.37,-1.92,1,15,16:00,21:51
73008,0.37,-1.92,1,15,13:00,20:32
73008,0.37,-1.92,1,15,10:00,08:50
73008,0.37,-1.92,1,15,13:00,19:26
73009,-2.62,-1.34,1,4,10:00,09:48
73009,-2.62,-1.34,1,4,17:00,08:33
73009,-2.62,-1.34,1,4,19:00,08:01
73009,-2.62,-1.34,1,4,10:00,09:32
73010,-1.27,1.12,2,2,19:00,08:58
