id,X1,X2,X3,M,TS,TO
87001,-0.04,-0.56,3,4,16:00,19:04
87001,-0.04,-0.56,3,4,07:00,07:07
87001,-0.04,-0.56,3,4,07:00,07:14
87001,-0.04,-0.56,3,4,08:00,08:52
87002,-0.61,0.73,1,7,16:00,22:09
87002,-0.61,0.73,1,7,19:00,08:37
87002,-0.61,0.73,1,7,14:00,18:01
87002,-0.61,0.73,1,7,15:00,21:19
87002,-0.61,0.73,1,7,14:00,22:22
87002,-0.61,0.73,1,7,08:00,08:57
87002,-0.61,0.73,1,7,18:00,00:07
87003,-0.04,0.48,1,6,12:00,18:00
87003,-0.04,0.48,1,6,14:00,10:00
87003,-0.04,0.48,1,6,09:00,22:02
87003,-0.04,0.48,1,6,08:00,22:58
87003,-0.04,0.48,1,6,12:00,23:20
87003,-0.04,0.48,1,6,09:00,07:23
87004,0.51,-1.85,3,12,14:00,20:04
87004,0.51,-1.85,3,12,12:00,18:19
87004,0.51,-1.85,3,12,18:00,10:27
87004,0.51,-1.85,3,12,10:00,14:47
87004,0.51,-1.85,3,12,08:00,14:59
87004,0.51,-1.85,3,12,17:00,06:21
87004,0.51,-1.85,3,12,13:00,19:45
87004,0.51,-1.85,3,12,20:00,20:26
87004,0.51,-1.85,3,12,19:00,19:18
87004,0.51,-1.85,3,12,19:00,19:19
87004,0.51,-1.85,3,12,07:00,12:19
87004,0.51,-1.85,3,12,17:00,00:02
87005,-0.33,0.69,0,14,12:00,12:09
87005,-0.33,0.69,0,14,16:00,16:01
87005,-0.33,0.69,0,14,14:00,15:07
87005,-0.33,0.69,0,14,19:00,19:43
87005,-0.33,0.69,0,14,17:00,17:05
87005,-0.33,0.69,0,14,13:00,13:00
87005,-0.33,0.69,0,14,16:00,10:48
87005,-0.33,0.69,0,14,20:00,22:14
87005,-0.33,0.69,0,14,08:00,09:12
87005,-0.33,0.69,0,14,12:00,13:24
87005,-0.33,0.69,0,14,14:00,15:41
87005,-0.33,0.69,0,14,18:00,18:26
