id,X1,X2,X3,M,TS,TO
17001,-0.49,-0.03,2,15,09:00,08:47
17001,-0.49,-0.03,2,15,17:00,10:16
17001,-0.49,-0.03,2,15,13:00,13:20
17001,-0.49,-0.03,2,15,19:00,08:46
17001,-0.49,-0.03,2,15,12:00,08:41
17001,-0.49,-0.03,2,15,19:00,09:18
17001,-0.49,-0.03,2,15,20:00,18:27
17001,-0.49,-0.03,2,15,07:00,04:32
17001,-0.49,-0.03,2,15,18:00,21:38
17001,-0.49,-0.03,2,15,19:00,07:49
17001,-0.49,-0.03,2,15,20:00,19:52
17001,-0.49,-0.03,2,15,13:00,07:33
17001,-0.49,-0.03,2,15,18:00,08:41
17001,-0.49,-0.03,2,15,13:00,07:59
17001,-0.49,-0.03,2,15,17:00,19:44
17002,-1.33,-0.38,2,15,14:00,21:42
17002,-1.33,-0.38,2,15,14:00,22:05
17002,-1.33,-0.38,2,15,14:00,09:49
17002,-1.33,-0.38,2,15,11:00,10:15
17002,-1.33,-0.38,2,15,16:00,20:59
17002,-1.33,-0.38,2,15,18:00,10:03
17002,-1.33,-0.38,2,15,19:00,18:41
17002,-1.33,-0.38,2,15,07:00,16:17
17002,-1.33,-0.38,2,15,12:00,22:52
17002,-1.33,-0.38,2,15,17:00,20:16
17002,-1.33,-0.38,2,15,15:00,23:03
17002,-1.33,-0.38,2,15,07:00,08:46
17002,-1.33,-0.38,2,15,17:00,11:04
17002,-1.33,-0.38,2,15,12:00,23:09
17002,-1.33,-0.38,2,15,11:00,09:53
17003,0.34,-1.65,3,8,10:00,10:39
17003,0.34,-1.65,3,8,17:00,22:38
17003,0.34,-1.65,3,8,09:00,20:17
17003,0.34,-1.65,3,8,09:00,19:12
17003,0.34,-1.65,3,8,10:00,11:21
17003,0.34,-1.65,3,8,20:00,21:39
17003,0.34,-1.65,3,8,17:00,21:57
17003,0.34,-1.65,3,8,09:00,23:36
17004,1.68,-1.11,2,11,09:00,08:27
17004,1.68,-1.11,2,11,12:00,13:40
17004,1.68,-1.11,2,11,19:00,10:43
17004,1.68,-1.11,2,11,15:00,20:48
17004,1.68,-1.11,2,11,07:00,14:35
17004,1.68,-1.11,2,11,10:00,21:00
17004,1.68,-1.11,2,11,19:00,19:31
17004,1.68,-1.11,2,11,07:00,13:32
17004,1.68,-1.11,2,11,12:00,16:29
17004,1.68,-1.11,2,11,16:00,15:24
17004,1.68,-1.11,2,11,18:00,11:43
17005,-1.21,-2.86,1,7,17:00,01:12
17005,-1.21,-2.86,1,7,18:00,23:47
17005,-1.21,-2.86,1,7,19:00,19:25
17005,-1.21,-2.86,1,7,17:00,08:30
17005,-1.21,-2.86,1,7,15:00,08:29
17005,-1.21,-2.86,1,7,20:00,21:34
17005,-1.21,-2.86,1,7,09:00,07:48
17006,-0.6,1.37,0,9,10:00,10:57
17006,-0.6,1.37,0,9,07:00,08:58
17006,-0.6,1.37,0,9,15:00,15:11
17006,-0.6,1.37,0,9,19:00,19:41
17006,-0.6,1.37,0,9,10:00,11:55
17006,-0.6,1.37,0,9,08:00,08:49
17006,-0.6,1.37,0,9,20:00,20:09
17006,-0.6,1.37,0,9,07:00,07:18
17006,-0.6,1.37,0,9,17:00,17:15
17007,0.53,2.65,2,11,09:00,09:33
17007,0.53,2.65,2,11,17:00,14:48
17007,0.53,2.65,2,11,08:00,11:20
17007,0.53,2.65,2,11,13:00,09:05
17007,0.53,2.65,2,11,09:00,11:03
17007,0.53,2.65,2,11,19:00,11:18
17007,0.53,2.65,2,11,09:00,09:46
17007,0.53,2.65,2,11,15:00,08:25
17007,0.53,2.65,2,11,13:00,09:13
17007,0.53,2.65,2,11,14:00,16:27
17007,0.53,2.65,2,11,08:00,09:27
17008,-0.53,-1.88,3,2,17:00,17:12
17008,-0.53,-1.88,3,2,14:00,14:22
17009,1.09,-0.21,3,2,09:00,08:18
17009,1.09,-0.21,3,2,09:00,20:55
17010,0.07,0.11,1,7,13:00,13:06
17010,0.07,0.11,1,7,18:00,15:32
17010,0.07,0.11,1,7,07:00,14:55
17010,0.07,0.11,1,7,12:00,13:16
17010,0.07,0.11,1,7,17:00,09:55
17010,0.07,0.11,1,7,20:00,10:49
17010,0.07,0.11,1,7,13:00,08:29
17011,-0.6,0.45,2,3,13:00,14:30
17011,-0.6,0.45,2,3,10:00,21:31
17011,-0.6,0.45,2,3,11:00,19:58
17012,-0.61,-0.46,0,13,12:00,12:24
17012,-0.61,-0.46,0,13,13:00,13:14
17012,-0.61,-0.46,0,13,09:00,10:01
17012,-0.61,-0.46,0,13,08:00,08:56
17012,-0.61,-0.46,0,13,20:00,20:44
17012,-0.61,-0.46,0,13,08:00,09:12
17012,-0.61,-0.46,0,13,14:00,21:17
17012,-0.61,-0.46,0,13,11:00,11:34
17012,-0.61,-0.46,0,13,10:00,11:25
17012,-0.61,-0.46,0,13,18:00,18:40
17012,-0.61,-0.46,0,13,17:00,17:02
17012,-0.61,-0.46,0,13,17:00,17:49
17012,-0.61,-0.46,0,13,09:00,10:06
17013,0.82,0.44,1,10,18:00,08:35
17013,0.82,0.44,1,10,13:00,12:54
17013,0.82,0.44,1,10,19:00,19:57
17013,0.82,0.44,1,10,08:00,11:08
17013,0.82,0.44,1,10,20:00,09:26
17013,0.82,0.44,1,10,13:00,12:38
