id,X1,X2,X3,M,TS,TO
14001,0.14,-0.74,0,13,15:00,14:43
14001,0.14,-0.74,0,13,14:00,18:36
14001,0.14,-0.74,0,13,17:00,16:46
14001,0.14,-0.74,0,13,14:00,18:53
14001,0.14,-0.74,0,13,10:00,13:22
14001,0.14,-0.74,0,13,13:00,08:32
14001,0.14,-0.74,0,13,18:00,07:22
14001,0.14,-0.74,0,13,09:00,17:09
14001,0.14,-0.74,0,13,10:00,21:57
14001,0.14,-0.74,0,13,13:00,17:11
14001,0.14,-0.74,0,13,12:00,13:21
14001,0.14,-0.74,0,13,15:00,18:49
14001,0.14,-0.74,0,13,18:00,17:07
14002,0.74,1.42,3,1,17:00,14:16
14003,-0.95,0.95,3,5,09:00,09:51
14003,-0.95,0.95,3,5,17:00,18:01
14003,-0.95,0.95,3,5,12:00,12:19
14003,-0.95,0.95,3,5,13:00,14:20
14003,-0.95,0.95,3,5,17:00,17:09
14004,-0.54,0.02,3,13,12:00,12:38
14004,-0.54,0.02,3,13,16:00,09:05
14004,-0.54,0.02,3,13,20:00,23:34
14004,-0.54,0.02,3,13,19:00,08:48
14004,-0.54,0.02,3,13,20:00,21:40
14004,-0.54,0.02,3,13,15:00,16:38
14004,-0.54,0.02,3,13,17:00,17:00
14004,-0.54,0.02,3,13,11:00,11:53
14004,-0.54,0.02,3,13,17:00,17:12
14004,-0.54,0.02,3,13,17:00,18:24
14004,-0.54,0.02,3,13,17:00,18:10
14004,-0.54,0.02,3,13,07:00,07:07
14004,-0.54,0.02,3,13,13:00,13:39
14005,1.67,0.63,2,5,10:00,15:41
14005,1.67,0.63,2,5,19:00,21:38
14005,1.67,0.63,2,5,18:00,10:43
14005,1.67,0.63,2,5,16:00,14:21
14005,1.67,0.63,2,5,14:00,19:05
14006,-1.53,-0.43,3,3,16:00,16:23
14006,-1.53,-0.43,3,3,17:00,18:15
14006,-1.53,-0.43,3,3,17:00,17:07
14007,1.15,1.86,2,2,12:00,08:16
14007,1.15,1.86,2,2,12:00,08:52
14008,0.24,0.58,0,5,10:00,10:01
14008,0.24,0.58,0,5,16:00,08:16
14008,0.24,0.58,0,5,13:00,09:18
14008,0.24,0.58,0,5,20:00,14:28
14008,0.24,0.58,0,5,11:00,14:17
14009,-0.14,-2.8,2,9,10:00,08:13
14009,-0.14,-2.8,2,9,18:00,18:26
14009,-0.14,-2.8,2,9,15:00,10:00
14009,-0.14,-2.8,2,9,09:00,08:33
14009,-0.14,-2.8,2,9,12:00,00:57
14009,-0.14,-2.8,2,9,20:00,07:35
14009,-0.14,-2.8,2,9,12:00,09:04
14009,-0.14,-2.8,2,9,11:00,21:55
14009,-0.14,-2.8,2,9,07:00,08:51
14010,-0.69,-1.85,1,5,09:00,19:55
14010,-0.69,-1.85,1,5,16:00,16:20
14010,-0.69,-1.85,1,5,07:00,21:02
14010,-0.69,-1.85,1,5,18:00,21:20
14010,-0.69,-1.85,1,5,16:00,21:23
14011,-0.17,0.6,2,11,13:00,16:29
14011,-0.17,0.6,2,11,13:00,08:43
14011,-0.17,0.6,2,11,15:00,19:49
14011,-0.17,0.6,2,11,07:00,19:06
14011,-0.17,0.6,2,11,14:00,07:09
14011,-0.17,0.6,2,11,15:00,20:27
14011,-0.17,0.6,2,11,09:00,07:28
14011,-0.17,0.6,2,11,07:00,08:27
14011,-0.17,0.6,2,11,13:00,19:35
14011,-0.17,0.6,2,11,15:00,08:44
14011,-0.17,0.6,2,11,15:00,08:10
14012,0.81,2.11,3,3,18:00,09:19
14012,0.81,2.11,3,3,10:00,11:41
14012,0.81,2.11,3,3,09:00,07:00
14013,-0.01,1.9,3,1,13:00,13:22
14014,-0.05,0.62,2,3,14:00,08:17
14014,-0.05,0.62,2,3,11:00,18:00
14014,-0.05,0.62,2,3,14:00,23:05
14015,0.49,0.08,0,3,18:00,09:29
14015,0.49,0.08,0,3,12:00,07:18
14015,0.49,0.08,0,3,19:00,09:43
14016,-1.02,-0.06,0,11,14:00,14:04
14016,-1.02,-0.06,0,11,14:00,14:48
14016,-1.02,-0.06,0,11,18:00,18:37
14016,-1.02,-0.06,0,11,18:00,19:07
14016,-1.02,-0.06,0,11,19:00,19:30
14016,-1.02,-0.06,0,11,19:00,20:00
14016,-1.02,-0.06,0,11,13:00,13:10
14016,-1.02,-0.06,0,11,08:00,10:05
14016,-1.02,-0.06,0,11,14:00,14:04
14016,-1.02,-0.06,0,11,17:00,17:08
14016,-1.02,-0.06,0,11,17:00,17:04
14017,1.41,-1.17,0,1,09:00,20:27
14018,1.53,0.8,1,4,14:00,15:14
14018,1.53,0.8,1,4,12:00,10:28
14018,1.53,0.8,1,4,07:00,12:04
14018,1.53,0.8,1,4,13:00,06:31
14019,-1.57,1.77,2,15,08:00,09:51
14019,-1.57,1.77,2,15,19:00,20:02
14019,-1.57,1.77,2,15,19:00,09:56
14019,-1.57,1.77,2,15,13:00,20:01
14019,-1.57,1.77,2,15,07:00,20:27
14019,-1.57,1.77,2,15,19:00,21:23
14019,-1.57,1.77,2,15,09:00,06:28
14019,-1.57,1.77,2,15,10:00,10:10
14019,-1.57,1.77,2,15,07:00,22:48
14019,-1.57,1.77,2,15,10:00,09:11
14019,-1.57,1.77,2,15,08:00,09:07
14019,-1.57,1.77,2,15,09:00,23:47
14019,-1.57,1.77,2,15,09:00,18:16
14019,-1.57,1.77,2,15,11:00,21:42
14019,-1.57,1.77,2,15,14:00,07:02
14020,1.66,-2.8,1,7,14:00,10:21
14020,1.66,-2.8,1,7,14:00,14:54
14020,1.66,-2.8,1,7,14:00,07:04
14020,1.66,-2.8,1,7,16:00,23:50
14020,1.66,-2.8,1,7,13:00,23:08
14020,1.66,-2.8,1,7,17:00,08:58
14020,1.66,-2.8,1,7,20:00,10:33
14021,0.92,0.54,1,5,16:00,08:10
14021,0.92,0.54,1,5,13:00,05:06
14021,0.92,0.54,1,5,19:00,16:54
14021,0.92,0.54,1,5,15:00,07:53
14021,0.92,0.54,1,5,09:00,10:16
14022,-0.67,-2.06,3,4,14:00,14:08
14022,-0.67,-2.06,3,4,19:00,19:28
14022,-0.67,-2.06,3,4,07:00,07:00
14022,-0.67,-2.06,3,4,19:00,19:00
14023,-0.07,2.12,1,7,12:00,08:56
14023,-0.07,2.12,1,7,09:00,22:31
14023,-0.07,2.12,1,7,15:00,22:38
14023,-0.07,2.12,1,7,08:00,01:21
14023,-0.07,2.12,1,7,20:00,09:51
14023,-0.07,2.12,1,7,07:00,18:58
14023,-0.07,2.12,1,7,12:00,10:08
14024,-1.96,1.62,1,1,14:00,08:52
14025,0.33,-1.77,1,7,09:00,15:41
14025,0.33,-1.77,1,7,15:00,20:35
14025,0.33,-1.77,1,7,12:00,22:26
14025,0.33,-1.77,1,7,11:00,11:09
14025,0.33,-1.77,1,7,13:00,11:01
14025,0.33,-1.77,1,7,09:00,11:31
14025,0.33,-1.77,1,7,16:00,08:17
14026,-0.41,-0.38,2,4,15:00,15:20
14026,-0.41,-0.38,2,4,11:00,10:11
14026,-0.41,-0.38,2,4,11:00,00:42
14026,-0.41,-0.38,2,4,19:00,20:05
14027,0.85,-2.76,1,6,17:00,17:19
14027,0.85,-2.76,1,6,18:00,19:51
14027,0.85,-2.76,1,6,20:00,20:47
14027,0.85,-2.76,1,6,19:00,20:53
14027,0.85,-2.76,1,6,17:00,22:52
14027,0.85,-2.76,1,6,11:00,21:55
14028,2.37,-1.89,3,9,17:00,13:39
14028,2.37,-1.89,3,9,11:00,22:22
14028,2.37,-1.89,3,9,16:00,20:46
14028,2.37,-1.89,3,9,14:00,14:44
14028,2.37,-1.89,3,9,20:00,21:44
14028,2.37,-1.89,3,9,18:00,16:07
14028,2.37,-1.89,3,9,14:00,16:16
14028,2.37,-1.89,3,9,17:00,11:13
14028,2.37,-1.89,3,9,15:00,00:19
14029,0.03,0.39,2,14,12:00,08:13
14029,0.03,0.39,2,14,18:00,14:56
14029,0.03,0.39,2,14,17:00,09:26
14029,0.03,0.39,2,14,07:00,08:32
14029,0.03,0.39,2,14,14:00,08:43
14029,0.03,0.39,2,14,15:00,10:03
14029,0.03,0.39,2,14,20:00,16:46
14029,0.03,0.39,2,14,18:00,08:03
14029,0.03,0.39,2,14,10:00,13:34
14029,0.03,0.39,2,14,08:00,08:33
14029,0.03,0.39,2,14,07:00,09:41
14029,0.03,0.39,2,14,19:00,14:52
14029,0.03,0.39,2,14,13:00,08:39
14029,0.03,0.39,2,14,15:00,08:54
14030,0.64,-2.82,3,10,09:00,20:00
14030,0.64,-2.82,3,10,07:00,18:22
14030,0.64,-2.82,3,10,09:00,01:18
14030,0.64,-2.82,3,10,08:00,16:44
14030,0.64,-2.82,3,10,17:00,15:33
14030,0.64,-2.82,3,10,20:00,22:26
14030,0.64,-2.82,3,10,13:00,13:28
14030,0.64,-2.82,3,10,10:00,20:26
14030,0.64,-2.82,3,10,13:00,16:43
14030,0.64,-2.82,3,10,11:00,21:36
14031,0.04,0.12,2,2,10:00,09:27
14031,0.04,0.12,2,2,16:00,10:52
14032,0.78,-0.81,0,12,16:00,20:37
14032,0.78,-0.81,0,12,18:00,18:45
14032,0.78,-0.81,0,12,13:00,13:00
14032,0.78,-0.81,0,12,07:00,18:44
14032,0.78,-0.81,0,12,14:00,13:28
14032,0.78,-0.81,0,12,10:00,12:09
14032,0.78,-0.81,0,12,10:00,16:03
14032,0.78,-0.81,0,12,20:00,13:08
14032,0.78,-0.81,0,12,15:00,15:12
14032,0.78,-0.81,0,12,09:00,21:04
14032,0.78,-0.81,0,12,16:00,23:40
14032,0.78,-0.81,0,12,19:00,18:45
14033,-0.63,3.07,3,15,07:00,11:42
14033,-0.63,3.07,3,15,13:00,13:51
14033,-0.63,3.07,3,15,11:00,16:51
14033,-0.63,3.07,3,15,12:00,12:18
14033,-0.63,3.07,3,15,19:00,19:44
14033,-0.63,3.07,3,15,11:00,11:30
14033,-0.63,3.07,3,15,07:00,07:05
14033,-0.63,3.07,3,15,10:00,10:36
14033,-0.63,3.07,3,15,09:00,09:24
14033,-0.63,3.07,3,15,16:00,17:37
14033,-0.63,3.07,3,15,09:00,09:44
14033,-0.63,3.07,3,15,20:00,20:04
14033,-0.63,3.07,3,15,16:00,07:16
14033,-0.63,3.07,3,15,15:00,15:01
14033,-0.63,3.07,3,15,15:00,15:55
14034,0.38,1.43,0,9,12:00,09:34
14034,0.38,1.43,0,9,07:00,16:27
14034,0.38,1.43,0,9,08:00,08:22
14034,0.38,1.43,0,9,14:00,11:55
14034,0.38,1.43,0,9,15:00,08:25
14034,0.38,1.43,0,9,19:00,18:16
14034,0.38,1.43,0,9,19:00,11:08
14034,0.38,1.43,0,9,17:00,09:42
14034,0.38,1.43,0,9,08:00,07:49
14035,-0.01,-0.71,1,5,16:00,20:49
14035,-0.01,-0.71,1,5,08:00,23:03
14035,-0.01,-0.71,1,5,20:00,19:34
14035,-0.01,-0.71,1,5,17:00,10:03
14035,-0.01,-0.71,1,5,08:00,08:22
14036,-0.67,1.1,0,10,13:00,13:02
14036,-0.67,1.1,0,10,08:00,08:50
14036,-0.67,1.1,0,10,08:00,08:50
14036,-0.67,1.1,0,10,09:00,10:16
14036,-0.67,1.1,0,10,18:00,18:43
14036,-0.67,1.1,0,10,09:00,08:37
14036,-0.67,1.1,0,10,13:00,13:02
14036,-0.67,1.1,0,10,12:00,12:05
14036,-0.67,1.1,0,10,16:00,18:06
14036,-0.67,1.1,0,10,14:00,14:04
14037,-0.1,0.33,1,7,13:00,09:47
14037,-0.1,0.33,1,7,14:00,19:43
14037,-0.1,0.33,1,7,17:00,09:37
14037,-0.1,0.33,1,7,19:00,08:53
14037,-0.1,0.33,1,7,16:00,20:40
14037,-0.1,0.33,1,7,17:00,17:45
14037,-0.1,0.33,1,7,15:00,08:13
14038,0.43,2.47,2,6,16:00,09:23
14038,0.43,2.47,2,6,09:00,08:08
14038,0.43,2.47,2,6,15:00,15:03
14038,0.43,2.47,2,6,13:00,08:49
14038,0.43,2.47,2,6,16:00,09:00
14038,0.43,2.47,2,6,12:00,13:41
14039,0.85,1.48,1,15,20:00,10:45
14039,0.85,1.48,1,15,10:00,09:49
14039,0.85,1.48,1,15,17:00,08:35
14039,0.85,1.48,1,15,10:00,08:30
14039,0.85,1.48,1,15,19:00,17:50
14039,0.85,1.48,1,15,15:00,07:38
14039,0.85,1.48,1,15,19:00,09:31
14039,0.85,1.48,1,15,20:00,09:41
14039,0.85,1.48,1,15,17:00,13:08
14039,0.85,1.48,1,15,19:00,08:36
14039,0.85,1.48,1,15,08:00,12:00
14039,0.85,1.48,1,15,11:00,07:36
14039,0.85,1.48,1,15,17:00,08:17
14039,0.85,1.48,1,15,14:00,14:05
14039,0.85,1.48,1,15,12:00,13:48
14040,1.97,-0.05,3,13,07:00,10:46
14040,1.97,-0.05,3,13,07:00,13:34
14040,1.97,-0.05,3,13,20:00,21:30
14040,1.97,-0.05,3,13,16:00,16:51
14040,1.97,-0.05,3,13,13:00,15:42
14040,1.97,-0.05,3,13,12:00,22:23
14040,1.97,-0.05,3,13,09:00,15:28
14040,1.97,-0.05,3,13,11:00,10:19
14040,1.97,-0.05,3,13,09:00,23:28
14040,1.97,-0.05,3,13,13:00,14:33
14040,1.97,-0.05,3,13,07:00,10:14
14040,1.97,-0.05,3,13,13:00,14:27
14040,1.97,-0.05,3,13,18:00,11:25
14041,0.0,1.54,1,12,08:00,10:16
14041,0.0,1.54,1,12,16:00,10:36
14041,0.0,1.54,1,12,12:00,09:03
14041,0.0,1.54,1,12,20:00,07:34
14041,0.0,1.54,1,12,20:00,08:41
14041,0.0,1.54,1,12,11:00,09:36
14041,0.0,1.54,1,12,19:00,09:40
14041,0.0,1.54,1,12,16:00,08:33
14041,0.0,1.54,1,12,08:00,08:09
14041,0.0,1.54,1,12,17:00,14:06
14041,0.0,1.54,1,12,17:00,12:34
14041,0.0,1.54,1,12,19:00,08:28
14042,0.59,2.17,2,4,17:00,10:20
14042,0.59,2.17,2,4,18:00,08:56
14042,0.59,2.17,2,4,08:00,08:33
14042,0.59,2.17,2,4,14:00,09:16
14043,-0.06,0.42,3,1,18:00,18:59
14044,1.06,1.9,3,8,17:00,09:46
14044,1.06,1.9,3,8,17:00,09:01
14044,1.06,1.9,3,8,14:00,09:24
14044,1.06,1.9,3,8,07:00,08:35
14044,1.06,1.9,3,8,11:00,13:19
14044,1.06,1.9,3,8,16:00,17:00
14044,1.06,1.9,3,8,14:00,08:12
14044,1.06,1.9,3,8,12:00,08:08
14045,-1.9,0.97,3,14,18:00,18:15
14045,-1.9,0.97,3,14,09:00,10:35
14045,-1.9,0.97,3,14,16:00,15:17
14045,-1.9,0.97,3,14,13:00,13:49
14045,-1.9,0.97,3,14,12:00,13:02
14045,-1.9,0.97,3,14,13:00,13:05
14045,-1.9,0.97,3,14,15:00,15:09
14045,-1.9,0.97,3,14,11:00,11:20
14045,-1.9,0.97,3,14,14:00,14:23
14045,-1.9,0.97,3,14,14:00,14:56
14045,-1.9,0.97,3,14,14:00,15:18
14045,-1.9,0.97,3,14,11:00,11:14
14045,-1.9,0.97,3,14,08:00,08:04
14045,-1.9,0.97,3,14,11:00,13:27
14046,-0.44,-0.49,3,5,14:00,14:06
14046,-0.44,-0.49,3,5,10:00,10:58
14046,-0.44,-0.49,3,5,10:00,10:39
14046,-0.44,-0.49,3,5,18:00,21:01
14046,-0.44,-0.49,3,5,16:00,16:52
14047,-0.56,-2.22,1,13,19:00,09:47
14047,-0.56,-2.22,1,13,20:00,09:15
14047,-0.56,-2.22,1,13,20:00,19:34
14047,-0.56,-2.22,1,13,17:00,10:25
14047,-0.56,-2.22,1,13,09:00,19:52
14047,-0.56,-2.22,1,13,17:00,14:40
14047,-0.56,-2.22,1,13,10:00,21:41
14047,-0.56,-2.22,1,13,12:00,08:05
14047,-0.56,-2.22,1,13,16:00,19:17
14047,-0.56,-2.22,1,13,09:00,08:46
14047,-0.56,-2.22,1,13,12:00,22:02
14047,-0.56,-2.22,1,13,09:00,17:45
14047,-0.56,-2.22,1,13,17:00,19:24
14048,-1.99,-1.15,1,9,10:00,21:06
14048,-1.99,-1.15,1,9,14:00,07:40
14048,-1.99,-1.15,1,9,10:00,00:43
14048,-1.99,-1.15,1,9,09:00,19:49
14048,-1.99,-1.15,1,9,11:00,07:28
14048,-1.99,-1.15,1,9,20:00,19:31
14048,-1.99,-1.15,1,9,15:00,22:10
14048,-1.99,-1.15,1,9,10:00,18:22
14048,-1.99,-1.15,1,9,20:00,09:25
14049,0.9,0.86,0,1,07:00,08:59
14050,0.77,-0.13,1,4,15:00,17:33
14050,0.77,-0.13,1,4,20:00,10:43
14050,0.77,-0.13,1,4,11:00,23:56
14050,0.77,-0.13,1,4,16:00,10:03
14051,2.3,-0.62,3,6,10:00,17:57
14051,2.3,-0.62,3,6,16:00,23:34
14051,2.3,-0.62,3,6,15:00,20:17
14051,2.3,-0.62,3,6,18:00,15:01
14051,2.3,-0.62,3,6,12:00,11:21
14051,2.3,-0.62,3,6,17:00,19:33
14052,-1.91,0.6,0,3,18:00,18:01
14052,-1.91,0.6,0,3,07:00,07:34
14052,-1.91,0.6,0,3,16:00,12:01
14053,-1.3,-0.62,3,6,08:00,08:19
14053,-1.3,-0.62,3,6,20:00,20:13
14053,-1.3,-0.62,3,6,18:00,18:21
14053,-1.3,-0.62,3,6,17:00,17:35
14053,-1.3,-0.62,3,6,07:00,07:36
14053,-1.3,-0.62,3,6,11:00,12:24
14054,-0.32,-1.75,0,14,09:00,09:25
14054,-0.32,-1.75,0,14,20:00,20:46
14054,-0.32,-1.75,0,14,07:00,07:58
14054,-0.32,-1.75,0,14,17:00,17:33
14054,-0.32,-1.75,0,14,18:00,18:14
14054,-0.32,-1.75,0,14,12:00,13:31
14054,-0.32,-1.75,0,14,11:00,13:07
14054,-0.32,-1.75,0,14,14:00,14:16
14054,-0.32,-1.75,0,14,13:00,13:00
14054,-0.32,-1.75,0,14,16:00,16:21
14054,-0.32,-1.75,0,14,19:00,19:15
14054,-0.32,-1.75,0,14,17:00,19:12
14054,-0.32,-1.75,0,14,13:00,13:10
14054,-0.32,-1.75,0,14,15:00,15:13
14055,1.44,2.66,1,5,16:00,07:33
14055,1.44,2.66,1,5,11:00,15:57
14055,1.44,2.66,1,5,16:00,14:50
14055,1.44,2.66,1,5,17:00,07:54
14055,1.44,2.66,1,5,20:00,09:15
14056,0.53,-0.16,0,15,13:00,22:25
14056,0.53,-0.16,0,15,18:00,22:38
14056,0.53,-0.16,0,15,12:00,17:27
14056,0.53,-0.16,0,15,10:00,20:49
14056,0.53,-0.16,0,15,12:00,15:08
14056,0.53,-0.16,0,15,11:00,23:16
14056,0.53,-0.16,0,15,12:00,11:13
14056,0.53,-0.16,0,15,14:00,13:16
14056,0.53,-0.16,0,15,15:00,14:31
14056,0.53,-0.16,0,15,18:00,19:56
14056,0.53,-0.16,0,15,12:00,13:02
14056,0.53,-0.16,0,15,08:00,20:53
14056,0.53,-0.16,0,15,20:00,10:55
14056,0.53,-0.16,0,15,13:00,20:59
14056,0.53,-0.16,0,15,18:00,22:48
14057,0.56,-0.81,1,14,13:00,18:33
14057,0.56,-0.81,1,14,20:00,18:31
14057,0.56,-0.81,1,14,14:00,10:07
14057,0.56,-0.81,1,14,13:00,15:51
14057,0.56,-0.81,1,14,18:00,09:03
14057,0.56,-0.81,1,14,16:00,07:26
14057,0.56,-0.81,1,14,14:00,12:23
14057,0.56,-0.81,1,14,08:00,16:16
14057,0.56,-0.81,1,14,20:00,09:22
14057,0.56,-0.81,1,14,07:00,20:40
14057,0.56,-0.81,1,14,17:00,14:15
14057,0.56,-0.81,1,14,13:00,12:40
14057,0.56,-0.81,1,14,19:00,12:44
14057,0.56,-0.81,1,14,19:00,21:53
14058,2.36,0.32,1,3,12:00,10:05
14058,2.36,0.32,1,3,19:00,17:50
14058,2.36,0.32,1,3,20:00,17:08
14059,-1.29,1.14,3,11,13:00,13:01
14059,-1.29,1.14,3,11,19:00,19:57
14059,-1.29,1.14,3,11,20:00,20:19
14059,-1.29,1.14,3,11,07:00,07:05
14059,-1.29,1.14,3,11,18:00,18:06
14059,-1.29,1.14,3,11,18:00,18:00
14059,-1.29,1.14,3,11,15:00,15:05
14059,-1.29,1.14,3,11,09:00,09:01
14059,-1.29,1.14,3,11,09:00,09:01
14059,-1.29,1.14,3,11,10:00,10:43
14059,-1.29,1.14,3,11,20:00,20:36
