id,X1,X2,X3,M,TS,TO
96001,-0.51,-0.64,3,7,07:00,08:56
96001,-0.51,-0.64,3,7,12:00,12:33
96001,-0.51,-0.64,3,7,16:00,16:25
96001,-0.51,-0.64,3,7,08:00,08:32
96001,-0.51,-0.64,3,7,13:00,19:17
96001,-0.51,-0.64,3,7,07:00,08:40
96001,-0.51,-0.64,3,7,07:00,07:38
96002,0.18,-1.13,3,2,07:00,15:44
96002,0.18,-1.13,3,2,10:00,09:08
96003,-0.26,-0.45,1,11,13:00,20:43
96003,-0.26,-0.45,1,11,09:00,08:31
96003,-0.26,-0.45,1,11,17:00,23:12
96003,-0.26,-0.45,1,11,12:00,19:05
96003,-0.26,-0.45,1,11,19:00,06:54
96003,-0.26,-0.45,1,11,20:00,09:30
96003,-0.26,-0.45,1,11,20:00,09:43
96003,-0.26,-0.45,1,11,13:00,00:22
96003,-0.26,-0.45,1,11,17:00,23:08
96003,-0.26,-0.45,1,11,07:00,09:03
96003,-0.26,-0.45,1,11,17:00,08:08
96004,0.08,-2.27,2,15,08:00,13:43
96004,0.08,-2.27,2,15,11:00,11:26
96004,0.08,-2.27,2,15,11:00,19:16
96004,0.08,-2.27,2,15,15:00,14:58
96004,0.08,-2.27,2,15,18:00,20:09
96004,0.08,-2.27,2,15,15:00,15:02
96004,0.08,-2.27,2,15,13:00,17:21
96004,0.08,-2.27,2,15,17:00,22:29
96004,0.08,-2.27,2,15,08:00,12:45
96004,0.08,-2.27,2,15,09:00,09:46
96004,0.08,-2.27,2,15,09:00,16:01
96004,0.08,-2.27,2,15,12:00,20:29
96004,0.08,-2.27,2,15,18:00,12:27
96004,0.08,-2.27,2,15,08:00,14:05
96004,0.08,-2.27,2,15,19:00,12:40
96005,-0.34,-0.06,1,4,11:00,06:49
96005,-0.34,-0.06,1,4,17:00,23:18
96005,-0.34,-0.06,1,4,12:00,20:22
96005,-0.34,-0.06,1,4,09:00,09:22
96006,-0.11,1.41,0,13,15:00,15:21
96006,-0.11,1.41,0,13,17:00,17:42
96006,-0.11,1.41,0,13,17:00,23:04
96006,-0.11,1.41,0,13,12:00,12:46
96006,-0.11,1.41,0,13,11:00,09:36
96006,-0.11,1.41,0,13,16:00,16:04
96006,-0.11,1.41,0,13,18:00,18:21
96006,-0.11,1.41,0,13,12:00,13:13
96006,-0.11,1.41,0,13,15:00,15:01
96006,-0.11,1.41,0,13,08:00,08:19
96006,-0.11,1.41,0,13,13:00,15:26
96006,-0.11,1.41,0,13,18:00,18:10
96006,-0.11,1.41,0,13,16:00,16:41
96007,0.42,-0.43,0,12,20:00,13:38
96007,0.42,-0.43,0,12,08:00,11:27
96007,0.42,-0.43,0,12,19:00,20:14
96007,0.42,-0.43,0,12,08:00,16:07
96007,0.42,-0.43,0,12,18:00,01:28
96007,0.42,-0.43,0,12,13:00,11:45
96007,0.42,-0.43,0,12,18:00,14:19
96007,0.42,-0.43,0,12,12:00,20:17
96007,0.42,-0.43,0,12,20:00,22:12
96007,0.42,-0.43,0,12,18:00,09:48
96007,0.42,-0.43,0,12,12:00,09:37
96007,0.42,-0.43,0,12,08:00,19:34
96008,1.24,-1.52,3,12,17:00,19:54
96008,1.24,-1.52,3,12,10:00,10:18
96008,1.24,-1.52,3,12,17:00,21:49
96008,1.24,-1.52,3,12,07:00,19:36
96008,1.24,-1.52,3,12,09:00,13:16
96008,1.24,-1.52,3,12,10:00,20:03
96008,1.24,-1.52,3,12,13:00,17:16
96008,1.24,-1.52,3,12,12:00,22:58
96008,1.24,-1.52,3,12,10:00,15:47
96008,1.24,-1.52,3,12,11:00,18:38
96008,1.24,-1.52,3,12,12:00,20:52
96008,1.24,-1.52,3,12,09:00,12:34
96009,-0.21,1.98,2,13,15:00,08:46
96009,-0.21,1.98,2,13,10:00,09:26
96009,-0.21,1.98,2,13,15:00,21:03
96009,-0.21,1.98,2,13,19:00,20:13
96009,-0.21,1.98,2,13,12:00,10:03
96009,-0.21,1.98,2,13,19:00,08:57
96009,-0.21,1.98,2,13,19:00,21:49
96009,-0.21,1.98,2,13,17:00,09:37
96009,-0.21,1.98,2,13,13:00,10:16
96009,-0.21,1.98,2,13,20:00,09:30
