id,X1,X2,X3,M,TS,TO
46001,1.08,1.21,1,3,17:00,14:29
46001,1.08,1.21,1,3,08:00,09:07
46001,1.08,1.21,1,3,15:00,16:21
46002,0.2,0.42,3,15,15:00,08:30
46002,0.2,0.42,3,15,17:00,07:48
46002,0.2,0.42,3,15,19:00,09:53
46002,0.2,0.42,3,15,09:00,22:34
46002,0.2,0.42,3,15,08:00,15:31
46002,0.2,0.42,3,15,15:00,18:56
46002,0.2,0.42,3,15,16:00,07:34
46002,0.2,0.42,3,15,18:00,09:03
46002,0.2,0.42,3,15,18:00,08:00
46002,0.2,0.42,3,15,11:00,08:36
46002,0.2,0.42,3,15,15:00,10:08
46002,0.2,0.42,3,15,10:00,00:30
46002,0.2,0.42,3,15,17:00,13:54
46002,0.2,0.42,3,15,13:00,20:45
46002,0.2,0.42,3,15,08:00,16:04
46003,2.04,-0.32,1,4,10:00,13:32
46003,2.04,-0.32,1,4,16:00,19:20
46003,2.04,-0.32,1,4,10:00,09:19
46003,2.04,-0.32,1,4,17:00,11:32
46004,-1.05,-0.48,2,1,15:00,07:11
46005,-1.19,-3.47,2,4,14:00,18:40
46005,-1.19,-3.47,2,4,20:00,21:36
46005,-1.19,-3.47,2,4,09:00,10:09
46005,-1.19,-3.47,2,4,13:00,08:18
46006,-1.32,3.85,1,9,09:00,08:47
46006,-1.32,3.85,1,9,17:00,21:04
46006,-1.32,3.85,1,9,17:00,08:02
46006,-1.32,3.85,1,9,20:00,18:52
46006,-1.32,3.85,1,9,20:00,22:34
46006,-1.32,3.85,1,9,15:00,09:05
46006,-1.32,3.85,1,9,11:00,19:02
46006,-1.32,3.85,1,9,19:00,13:54
46006,-1.32,3.85,1,9,12:00,10:29
46007,-0.37,-0.91,1,5,14:00,09:18
46007,-0.37,-0.91,1,5,14:00,09:20
46007,-0.37,-0.91,1,5,15:00,09:52
46007,-0.37,-0.91,1,5,13:00,07:59
46007,-0.37,-0.91,1,5,18:00,08:03
46008,-1.32,0.38,1,3,08:00,20:18
46008,-1.32,0.38,1,3,15:00,08:09
46008,-1.32,0.38,1,3,08:00,08:50
46009,-0.95,0.47,0,1,11:00,11:59
46010,-0.71,-0.84,1,3,13:00,22:25
46010,-0.71,-0.84,1,3,16:00,19:30
46010,-0.71,-0.84,1,3,13:00,08:08
46011,-1.54,1.49,2,11,15:00,21:02
46011,-1.54,1.49,2,11,10:00,15:07
46011,-1.54,1.49,2,11,08:00,09:39
46011,-1.54,1.49,2,11,07:00,17:56
46011,-1.54,1.49,2,11,11:00,23:44
46011,-1.54,1.49,2,11,14:00,10:18
46011,-1.54,1.49,2,11,11:00,10:29
46011,-1.54,1.49,2,11,19:00,21:06
46011,-1.54,1.49,2,11,16:00,19:02
46011,-1.54,1.49,2,11,12:00,08:16
46011,-1.54,1.49,2,11,10:00,21:04
46012,1.21,-1.03,1,1,15:00,07:34
46013,-0.87,-0.61,3,9,18:00,18:32
46013,-0.87,-0.61,3,9,17:00,17:09
46013,-0.87,-0.61,3,9,14:00,14:57
46013,-0.87,-0.61,3,9,19:00,19:32
46013,-0.87,-0.61,3,9,08:00,08:00
46013,-0.87,-0.61,3,9,20:00,20:53
46013,-0.87,-0.61,3,9,16:00,17:05
46013,-0.87,-0.61,3,9,13:00,13:10
46013,-0.87,-0.61,3,9,09:00,10:18
46014,2.36,0.33,1,9,17:00,08:22
46014,2.36,0.33,1,9,12:00,09:09
46014,2.36,0.33,1,9,11:00,08:22
46014,2.36,0.33,1,9,12:00,07:34
46014,2.36,0.33,1,9,12:00,10:24
46014,2.36,0.33,1,9,20:00,12:28
46014,2.36,0.33,1,9,07:00,09:54
46014,2.36,0.33,1,9,17:00,11:17
46014,2.36,0.33,1,9,15:00,09:20
46015,-0.39,1.29,3,12,09:00,09:18
46015,-0.39,1.29,3,12,07:00,08:21
46015,-0.39,1.29,3,12,12:00,12:02
46015,-0.39,1.29,3,12,18:00,18:36
46015,-0.39,1.29,3,12,12:00,23:31
46015,-0.39,1.29,3,12,11:00,11:15
46015,-0.39,1.29,3,12,18:00,18:09
46015,-0.39,1.29,3,12,10:00,11:03
46015,-0.39,1.29,3,12,12:00,13:11
46015,-0.39,1.29,3,12,13:00,13:01
46015,-0.39,1.29,3,12,18:00,18:01
46015,-0.39,1.29,3,12,07:00,15:48
46016,-2.43,-1.89,2,6,15:00,08:41
46016,-2.43,-1.89,2,6,09:00,22:36
46016,-2.43,-1.89,2,6,20:00,10:11
46016,-2.43,-1.89,2,6,18:00,07:22
46016,-2.43,-1.89,2,6,20:00,08:37
46016,-2.43,-1.89,2,6,09:00,09:13
46017,-1.5,-0.43,3,3,19:00,19:23
46017,-1.5,-0.43,3,3,20:00,20:13
46017,-1.5,-0.43,3,3,18:00,18:06
46018,0.45,0.46,0,4,13:00,11:07
46018,0.45,0.46,0,4,08:00,10:01
46018,0.45,0.46,0,4,19:00,09:29
46018,0.45,0.46,0,4,11:00,06:17
46019,-0.71,-3.05,2,2,19:00,08:20
46019,-0.71,-3.05,2,2,18:00,22:22
46020,0.57,-0.65,1,10,18:00,13:34
46020,0.57,-0.65,1,10,13:00,21:17
46020,0.57,-0.65,1,10,13:00,21:44
46020,0.57,-0.65,1,10,19:00,13:25
46020,0.57,-0.65,1,10,13:00,19:49
46020,0.57,-0.65,1,10,11:00,13:17
46020,0.57,-0.65,1,10,19:00,14:14
46020,0.57,-0.65,1,10,14:00,10:04
46020,0.57,-0.65,1,10,17:00,12:09
46020,0.57,-0.65,1,10,19:00,08:36
46021,2.38,2.2,2,13,17:00,07:43
46021,2.38,2.2,2,13,12:00,09:19
46021,2.38,2.2,2,13,20:00,08:36
46021,2.38,2.2,2,13,07:00,11:17
